[skip navigation]
[ASD Home][Lines Query][Levels Query][List of Spectra][Ground States and Ionization Energies][Bibliography][Help]	NIST Physical Measurement Laboratory
NIST Atomic Spectra Database Lines Data
Sr (all spectra): 1069 Lines of Data Found 

Example of how to reference these results:
Kramida, A., Ralchenko, Yu., Reader, J., and NIST ASD Team (2015). NIST Atomic Spectra Database (ver. 5.3), [Online]. Available: http://physics.nist.gov/asd [2016, September 1]. National Institute of Standards and Technology, Gaithersburg, MD. 
BibTex Citation (new window)
 
Wavelength range: 200 - 800 nm
Wavelength in: vacuum below 200 nm, air between 200 and 2000 nm, vacuum above 2000 nm 
Highest relative intensity: 29000
Query NIST Bibliographic Databases for
Sr (new window)
Sr Energy Levels
Sr Line Wavelengths and Classification
Sr Transition Probabilities
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |               Observed  |                   Ritz    |   Rel. |    Aki    | Acc. |        Ei           Ek         |              Lower level               |              Upper level               |  gi   gk  |   Type|         TP  |    Line  |
          |              Wavelength |                Wavelength |   Int. |    s^-1   |      |      (cm-1)       (cm-1)       |----------------------------------------|----------------------------------------|           |       |        Ref. |    Ref.  |
          |               Air (nm)  |                 Air (nm)  |   (?)  |           |      |                                | Conf.                | Term     | J    | Conf.                | Term     | J    |           |       |             |          |
Sr III    |             211.9522    |               211.9520    |   100* |           |      | 221795.40     -  268960.97     | 4p5.(2P*<3/2>).5p    | 2[1/2]   | 1    | 4p5.(2P*<3/2>).5d    | 2[1/2]*  | 1    |   3 - 3   |       |             |   L1771  |
Sr IV     |             212.0150    |               212.0127    |     34 |           |      | 335780.35     -  382932.42     | 4s2.4p4.(3P).4f      | 2F*      | 7/2  | 4s2.4p4.(3P<2>).5g   | 2[5]     | 9/2  |   8 - 10  |       |             |   L4311  |
Sr IV     |             212.0908    |               212.0918    |      4 |           |      | 335780.35     -  382914.84     | 4s2.4p4.(3P).4f      | 2F*      | 7/2  | 4s2.4p4.(3P<2>).5g   | 2[4]     | 7/2  |   8 - 8   |       |             |   L4311  |
Sr IV     |             212.1676    |               212.1667    |     8* |           |      | 335779.95     -  382897.81     | 4s2.4p4.(3P).4f      | 2G*      | 9/2  | 4s2.4p4.(3P<2>).5g   | 2[4]     | 9/2  |  10 - 10  |       |             |   L4311  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr IV     |             212.1676    |               212.1685    |     8* |           |      | 335780.35     -  382897.81     | 4s2.4p4.(3P).4f      | 2F*      | 7/2  | 4s2.4p4.(3P<2>).5g   | 2[4]     | 9/2  |   8 - 10  |       |             |   L4311  |
Sr III    |             212.2170    |               212.2161    |     14 |           |      | 270011.52     -  317118.40     | 4p5.(2P*<3/2>).5d    | 2[3/2]*  | 2    | 4p5.(2P*<3/2>).6f    | 2[5/2]   | 3    |   5 - 7   |       |             |   L1771  |
Sr III    |             212.5671    |               212.5677    |      4 |           |      | 279794.58     -  326823.55     | 4p5.(2P*<1/2>).5d    | 2[5/2]*  | 2    | 4p5.(2P*<1/2>).6f    | 2[7/2]   | 3    |   5 - 7   |       |             |   L1771  |
Sr V      |             212.6379    |               212.6380    |     20 |           |      | 291678.41     -  338691.84     | 4s2.4p3.(2D*).4d     | 1F*      | 3    | 4s2.4p3.(2D*).5p     | 1F       | 3    |   7 - 7   |       |             |   L6378  |
Sr IV     |             212.9012    |               212.9013    |     30 |           |      | 232210.43     -  279165.72     | 4s2.4p4.(3P<2>).5s   | 2[2]     | 3/2  | 4s2.4p4.(3P<1>).5p   | 2[2]*    | 5/2  |   4 - 6   |       |             |   L3647  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr IV     |             213.0664    |               213.0661    |     24 |           |      | 344417.51     -  391336.49     | 4s2.4p4.(3P).4f      | 2G*      | 7/2  | 4s2.4p4.(3P<1>).5g   | 2[5]     | 9/2  |   8 - 10  |       |             |   L4311  |
Sr III    |             213.3119    |               213.3115    |    100 |           |      | 221795.40     -  268660.40     | 4p5.(2P*<3/2>).5p    | 2[1/2]   | 1    | 4p5.(2P*<3/2>).6s    | 2[3/2]*  | 2    |   3 - 5   |       |             |   L1771  |
Sr V      |             213.3514    |               213.3513    |     16 |           |      | 291835.57     -  338691.84     | 4s2.4p3.(2D*).5s     | 3D*      | 3    | 4s2.4p3.(2D*).5p     | 1F       | 3    |   7 - 7   |       |             |   L6378  |
Sr V      |             213.6439    |               213.6437    |     18 |           |      | 267351.03     -  314143.18     | 4s2.4p3.(2D*).4d     | 3P*      | 2    | 4s2.4p3.(4S*).5p     | 5P       | 2    |   5 - 5   |       |             |   L6378  |
Sr IV     |             213.7619    |               213.7623    |     16 |           |      | 333195.98     -  379962.16     | 4s2.4p4.(3P<2>).5d   | 2[3]     | 5/2  | 4s2.4p4.(1S).4f      | 2F*      | 7/2  |   6 - 8   |       |             |   L4311  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr IV     |             213.9110    |               213.9112    |     20 |           |      | 336723.73     -  383457.36     | 4s2.4p4.(3P).4f      | 4D*      | 3/2  | 4s2.4p4.(3P<2>).5g   | 2[2]     | 5/2  |   4 - 6   |       |             |   L4311  |
Sr IV     |             213.9405    |               213.9402    |      1 |           |      | 336723.73     -  383451.04     | 4s2.4p4.(3P).4f      | 4D*      | 3/2  | 4s2.4p4.(3P<2>).5g   | 2[2]     | 3/2  |   4 - 4   |       |             |   L4311  |
Sr IV     |             213.9744    |               213.9748    |      6 |           |      | 245734.92     -  292454.67     | 4s2.4p4.(1S).4d      | 2D       | 5/2  | 4s2.4p4.(1D<2>).5p   | 2[1]*    | 3/2  |   6 - 4   |       |             |   L3647  |
Sr III    |             214.0397    |               214.0391    |     20 |           |      | 270340.60     -  317046.32     | 4p5.(2P*<3/2>).5d    | 2[7/2]*  | 3    | 4p5.(2P*<3/2>).6f    | 2[9/2]   | 4    |   7 - 9   |       |             |   L1771  |
Sr V      |             214.1161    |               214.1154    |     20 |           |      | 274951.74     -  321640.81     | 4s2.4p3.(4S*).5s     | 3S*      | 1    | 4s2.4p3.(4S*).5p     | 3P       | 0    |   3 - 1   |       |             |   L6378  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr III    |             214.2801    |               214.2799    |     60 |           |      | 221795.40     -  268448.63     | 4p5.(2P*<3/2>).5p    | 2[1/2]   | 1    | 4p5.(2P*<3/2>).5d    | 2[1/2]*  | 0    |   3 - 1   |       |             |   L1771  |
Sr IV     |             214.4318    |               214.4319    |     16 |           |      | 345236.33     -  391856.50     | 4s2.4p4.(3P).4f      | 2D*      | 5/2  | 4s2.4p4.(3P<0>).5g   | 2[4]     | 7/2  |   6 - 8   |       |             |   L4311  |
Sr III    |             214.5749    |               214.5751    |     40 |           |      | 194411.46     -  241000.51     | 4p5.(2P*<3/2>).5s    | 2[3/2]*  | 1    | 4p5.(2P*<1/2>).5p    | 2[1/2]   | 0    |   3 - 1   |       |             |   L1771  |
Sr IV     |             215.1033    |               215.1027    |     24 |           |      | 345236.33     -  391711.14     | 4s2.4p4.(3P).4f      | 2D*      | 5/2  | 4s2.4p4.(3P<1>).5g   | 2[4]     | 7/2  |   6 - 8   |       |             |   L4311  |
Sr III    |             215.1262    |               215.1270    |     24 |           |      | 232236.60     -  278706.16     | 4p5.(2P*<3/2>).5p    | 2[1/2]   | 0    | 4p5.(2P*<1/2>).6s    | 2[1/2]*  | 1    |   1 - 3   |       |             |   L1771  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr II     |             215.2840    |               215.2850    |        | 2.36e+08  |      |  14555.90     -   60991.34     | 4p6.4d               | 2D       | 3/2  | 4p6.4f               | 2F*      | 5/2  |   4 - 6   |       |       T6998 |  L13897  |
Sr V      |             215.5615    |               215.5614    |     20 |           |      | 267351.03     -  313726.94     | 4s2.4p3.(2D*).4d     | 3P*      | 2    | 4s2.4p3.(4S*).5p     | 5P       | 1    |   5 - 3   |       |             |   L6378  |
Sr III    |             215.6545    |               215.6552    |     10 |           |      | 280523.88     -  326879.63     | 4p5.(2P*<1/2>).5d    | 2[5/2]*  | 3    | 4p5.(2P*<1/2>).6f    | 2[7/2]   | 4    |   7 - 9   |       |             |   L1771  |
Sr IV     |             215.6852    |               215.6850    |        |           |      | 294867.62     -  341216.97     | 4s2.4p4.(1D<2>).5p   | 2[2]*    | 3/2  | 4s2.4p4.(3P<1>).5d   | 2[2]     | 3/2  |   4 - 4   |       |             |   L3647  |
Sr IV     |             215.7612    |               215.7605    |     24 |           |      | 357530.83     -  403863.95     | 4s2.4p4.(1D).4f      | 2G*      | 7/2  | 4s2.4p4.(1D<2>).5g   | 2[5]     | 9/2  |   8 - 10  |       |             |   L4311  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr V      |             215.9744    |               215.9741    |     30 |           |      | 274951.74     -  321239.05     | 4s2.4p3.(4S*).5s     | 3S*      | 1    | 4s2.4p3.(4S*).5p     | 3P       | 2    |   3 - 5   |       |             |   L6378  |
Sr IV     |             215.9841    |               215.9842    |    12p |           |      | 357530.83     -  403815.98     | 4s2.4p4.(1D).4f      | 2G*      | 7/2  | 4s2.4p4.(1D<2>).5g   | 2[4]     | 7/2  |   8 - 8   |       |             |   L4311  |
Sr III    |             216.3003    |               216.2996    |  24s,p |           |      | 271164.97     -  317382.62     | 4p5.(2P*<3/2>).5d    | 2[5/2]*  | 2    | 4p5.(2P*<3/2>).6f    | 2[7/2]   | 3    |   5 - 7   |       |             |   L1771  |
Sr II     |             216.5928    |               216.5928    |        | 1.68e+07  |      |  14836.24     -   60991.34     | 4p6.4d               | 2D       | 5/2  | 4p6.4f               | 2F*      | 5/2  |   6 - 6   |       |       T6998 |   L9487  |
Sr II     |             216.5989    |               216.5989    |        | 2.53e+08  |      |  14836.24     -   60990.04     | 4p6.4d               | 2D       | 5/2  | 4p6.4f               | 2F*      | 7/2  |   6 - 8   |       |       T6998 |   L9487  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr V      |             217.1421    |               217.1424    |     18 |           |      | 307806.45     -  353844.75     | 4s2.4p3.(2P*).5s     | 3P*      | 1    | 4s2.4p3.(2P*).5p     | 3D       | 1    |   3 - 3   |       |             |   L6378  |
Sr IV     |             217.2227    |               217.2232    |     16 |           |      | 345236.33     -  391257.50     | 4s2.4p4.(3P).4f      | 2D*      | 5/2  | 4s2.4p4.(3P<1>).5g   | 2[3]     | 7/2  |   6 - 8   |       |             |   L4311  |
Sr IV     |             217.3713    |               217.3710    |     30 |           |      | 357874.78     -  403864.66     | 4s2.4p4.(1D).4f      | 2G*      | 9/2  | 4s2.4p4.(1D<2>).5g   | 2[5]     | 11/2 |  10 - 12  |       |             |   L4311  |
Sr IV     |             217.6469    |               217.6480    |      6 |           |      | 357874.78     -  403806.14     | 4s2.4p4.(1D).4f      | 2G*      | 9/2  | 4s2.4p4.(1D<2>).5g   | 2[4]     | 9/2  |  10 - 10  |       |             |   L4311  |
Sr IV     |             217.6701    |               217.6701    |     10 |           |      | 295118.74     -  341045.43     | 4s2.4p4.(1D<2>).5p   | 2[2]*    | 5/2  | 4s2.4p4.(3P<1>).5d   | 2[3]     | 5/2  |   6 - 6   |       |             |   L3647  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr III    |             217.8904    |               217.8904    |     60 |           |      | 225843.11     -  271723.37     | 4p5.(2P*<3/2>).5p    | 2[5/2]   | 3    | 4p5.(2P*<3/2>).5d    | 2[5/2]*  | 3    |   7 - 7   |       |             |   L1771  |
Sr III    |             218.0134    |               218.0138    |     60 |           |      | 225310.67     -  271164.97     | 4p5.(2P*<3/2>).5p    | 2[5/2]   | 2    | 4p5.(2P*<3/2>).5d    | 2[5/2]*  | 2    |   5 - 5   |       |             |   L1771  |
Sr V      |             218.5066    |               218.5065    |     20 |           |      | 275488.13     -  321239.05     | 4s2.4p3.(2D*).4d     | 1P*      | 1    | 4s2.4p3.(4S*).5p     | 3P       | 2    |   3 - 5   |       |             |   L6378  |
Sr IV     |             218.7332    |               218.7336    |     30 |           |      | 232210.43     -  277913.84     | 4s2.4p4.(3P<2>).5s   | 2[2]     | 3/2  | 4s2.4p4.(3P<0>).5p   | 2[1]*    | 1/2  |   4 - 2   |       |             |   L3647  |
Sr III    |             218.7955    |               218.7948    |     18 |           |      | 271723.37     -  317414.00     | 4p5.(2P*<3/2>).5d    | 2[5/2]*  | 3    | 4p5.(2P*<3/2>).6f    | 2[7/2]   | 4    |   7 - 9   |       |             |   L1771  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr III    |             219.0872    |               219.0873    |    100 |           |      | 180213.47     -  225843.11     | 4p5.(2P*<3/2>).4d    | 2[3/2]*  | 2    | 4p5.(2P*<3/2>).5p    | 2[5/2]   | 3    |   5 - 7   |       |             |   L1771  |
Sr I      |             219.3977    |               219.39814   |        | 2.56e+05  | A'   |      0.000    -   45565.00     | 5s2                  | 1S       | 0    | 5s.20p               | 1P*      | 1    |   1 - 3   |       |       T5889 |   L7603  |
Sr V      |             219.4789    |               219.4793    |     20 |           |      | 311699.75     -  357247.90     | 4s2.4p3.(2P*).5s     | 3P*      | 2    | 4s2.4p3.(2P*).5p     | 3S       | 1    |   5 - 3   |       |             |   L6378  |
Sr V      |             219.5508    |               219.5511    |     20 |           |      | 288831.62     -  334364.87     | 4s2.4p3.(2D*).5s     | 3D*      | 1    | 4s2.4p3.(2D*).5p     | 3F       | 2    |   3 - 5   |       |             |   L6378  |
Sr I      |             219.6214    |               219.62161   |        | 3.2e+05   | B'   |      0.000    -   45518.64     | 5s2                  | 1S       | 0    | 5s.19p               | 1P*      | 1    |   1 - 3   |       |       T4337 |   L7603  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr IV     |             219.6349    |               219.6351    |     24 |           |      | 236924.66     -  282440.51     | 4s2.4p4.(3P<0>).5s   | 2[0]     | 1/2  | 4s2.4p4.(3P<1>).5p   | 2[1]*    | 1/2  |   2 - 2   |       |             |   L3647  |
Sr IV     |             219.6668    |               219.6674    |      4 |           |      | 292454.67     -  337963.83     | 4s2.4p4.(1D<2>).5p   | 2[1]*    | 3/2  | 4s2.4p4.(3P<1>).5d   | 2[1]     | 3/2  |   4 - 4   |       |             |   L3647  |
Sr IV     |             219.7400    |               219.7398    |     12 |           |      | 333030.58     -  378524.75     | 4s2.4p4.(3P<2>).5d   | 2[1]     | 3/2  | 4s2.4p4.(3P<2>).5f   | 2[2]*    | 5/2  |   4 - 6   |       |             |   L4311  |
Sr I      |             219.7664    |               219.765764  |        |           |      |      0.000    -   45488.7860   | 5s2                  | 1S       | 0    | 5s.19s               | 1S       | 0    |   1 - 1   | 2P    |             |  L14021  |
Sr I      |             219.8892    |               219.89033   |        | 4.2e+05   | B'   |      0.000    -   45463.02     | 5s2                  | 1S       | 0    | 5s.18p               | 1P*      | 1    |   1 - 3   |       |       T4337 |   L7603  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr IV     |             219.9179    |               219.9176    |     24 |           |      | 225871.18     -  271328.56     | 4s2.4p4.(1D).4d      | 2F       | 5/2  | 4s2.4p4.(3P<2>).5p   | 2[3]*    | 5/2  |   6 - 6   |       |             |   L3647  |
Sr I      |             220.0663    |               220.066879  |        |           |      |      0.000    -   45426.5505   | 5s2                  | 1S       | 0    | 5s.18s               | 1S       | 0    |   1 - 1   | 2P    |             |  L14021  |
Sr IV     |             220.0713    |               220.0726    |     24 |           |      | 282440.51     -  327865.89     | 4s2.4p4.(3P<1>).5p   | 2[1]*    | 1/2  | 4s2.4p4.(3P<2>).5d   | 2[2]     | 3/2  |   2 - 4   |       |             |   L3647  |
Sr IV     |             220.0942    |               220.0945    |     36 |           |      | 236924.66     -  282345.52     | 4s2.4p4.(3P<0>).5s   | 2[0]     | 1/2  | 4s2.4p4.(3P<1>).5p   | 2[1]*    | 3/2  |   2 - 4   |       |             |   L3647  |
Sr I      |             220.2176    |               220.21820   |        | 5.0e+05   | B'   |      0.000    -   45395.34     | 5s2                  | 1S       | 0    | 5s.17p               | 1P*      | 1    |   1 - 3   |       |       T4337 |   L7603  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr IV     |             220.3014    |               220.3010    |     16 |           |      | 225871.18     -  271249.46     | 4s2.4p4.(1D).4d      | 2F       | 5/2  | 4s2.4p4.(3P<2>).5p   | 2[3]*    | 7/2  |   6 - 8   |       |             |   L3647  |
Sr III    |             220.3268    |               220.3269    |     18 |           |      | 234753.44     -  280126.39     | 4p5.(2P*<1/2>).5p    | 2[3/2]   | 1    | 4p5.(2P*<1/2>).5d    | 2[3/2]*  | 2    |   3 - 5   |       |             |   L1771  |
Sr III    |             220.3866    |               220.3867    |    100 |           |      | 176434.77     -  221795.40     | 4p5.(2P*<3/2>).4d    | 2[1/2]*  | 0    | 4p5.(2P*<3/2>).5p    | 2[1/2]   | 1    |   1 - 3   |       |             |   L1771  |
Sr I      |             220.4362    |               220.437273  |        |           |      |      0.000    -   45350.2296   | 5s2                  | 1S       | 0    | 5s.17s               | 1S       | 0    |   1 - 1   | 2P    |             |  L14021  |
Sr III    |             220.5751    |               220.5700    |    30* |           |      | 271723.37     -  317046.32     | 4p5.(2P*<3/2>).5d    | 2[5/2]*  | 3    | 4p5.(2P*<3/2>).6f    | 2[9/2]   | 4    |   7 - 9   |       |             |   L1771  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
