[skip navigation]
[ASD Home][Lines Query][Levels Query][List of Spectra][Ground States and Ionization Energies][Bibliography][Help]	NIST Physical Measurement Laboratory
NIST Atomic Spectra Database Lines Data
Mg (all spectra): 1067 Lines of Data Found 

Example of how to reference these results:
Kramida, A., Ralchenko, Yu., Reader, J., and NIST ASD Team (2015). NIST Atomic Spectra Database (ver. 5.3), [Online]. Available: http://physics.nist.gov/asd [2016, September 1]. National Institute of Standards and Technology, Gaithersburg, MD. 
BibTex Citation (new window)
 
Wavelength range: 200 - 800 nm
Wavelength in: vacuum below 200 nm, air between 200 and 2000 nm, vacuum above 2000 nm 
Highest relative intensity: 50
Query NIST Bibliographic Databases for
Mg (new window)
Mg Energy Levels
Mg Line Wavelengths and Classification
Mg Transition Probabilities
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |                  Observed  |                    Ritz    |  Rel. |    Aki    | Acc. |           Ei           Ek           |              Lower level               |               Upper level               |  gi   gk  |Type|                       TP  |    Line  |
          |                 Wavelength |                 Wavelength |  Int. |    s^-1   |      |         (cm-1)       (cm-1)         |----------------------------------------|-----------------------------------------|           |    |                      Ref. |    Ref.  |
          |                  Air (nm)  |                  Air (nm)  |  (?)  |           |      |                                     | Conf.                 | Term    | J    | Conf.                 | Term     | J    |           |    |                           |          |
Mg II     |                            |                 230.2986   |       | 3.69e+05  | C+   |    71490.19      -    114898.72     | 2p6.3d                | 2D      | 5/2  | 2p6.9p                | 2P*      | 3/2  |   6 - 4   |    |                       c31 |          |
Mg II     |                            |                 230.3032   |       | 4.11e+04  | C    |    71491.06      -    114898.72     | 2p6.3d                | 2D      | 3/2  | 2p6.9p                | 2P*      | 3/2  |   4 - 4   |    |                       c31 |          |
Mg II     |                            |                 230.3134   |       | 4.05e+05  | C    |    71491.06      -    114896.79     | 2p6.3d                | 2D      | 3/2  | 2p6.9p                | 2P*      | 1/2  |   4 - 2   |    |                       c31 |          |
Mg IV     |                            |                 230.346    |       | 8.34e+03  | D    |   553666.1       -    597065.7      | 2s2.2p4.(3P).3s       | 2P      | 3/2  | 2s2.2p4.(3P).3p       | 4P*      | 3/2  |   4 - 4   |    |                       c46 |          |
Mg IV     |                            |                 230.346    |       | 1.08e-04  | C+   |   553666.1       -    597065.7      | 2s2.2p4.(3P).3s       | 2P      | 3/2  | 2s2.2p4.(3P).3p       | 4P*      | 3/2  |   4 - 4   | M2 |                       c48 |          |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg VI     |                            |                 230.56     |       | 3.89e+06  | C    |  1192330         -   1235690        | 2s.2p3.(3P*).3s       | 2P*     | 1/2  | 2s2.2p2.(1D).4s       | 2D       | 3/2  |   2 - 4   |    |                    u22,LS |          |
Mg II     |                            |                 231.2597   |       | 9.81e+04  | C    |    69804.95      -    113033.09     | 2p6.4s                | 2S      | 1/2  | 2p6.8p                | 2P*      | 3/2  |   2 - 4   |    |                       c31 |          |
Mg II     |                            |                 231.2749   |       | 1.07e+05  | C    |    69804.95      -    113030.25     | 2p6.4s                | 2S      | 1/2  | 2p6.8p                | 2P*      | 1/2  |   2 - 2   |    |                       c31 |          |
Mg V      |                            |                 231.48     |       | 4.13e+05  | E    |   898757         -    941944        | 2s2.2p3.(2P*).3d      | 3P*     | 0    | 2s.2p4.(4P).3s        | 3P       | 1    |   1 - 3   |    |                    c57,LS |          |
Mg VIII   |                            |                 231.79     |       | 4.96e+07  | B    |  1674020+x       -   1717150+x      | 2p2.(3P).3p           | 4S*?    | 3/2  | 2p2.(3P).3d           | 4P       | 1/2  |   4 - 2   |    |                T7192c4,LS |          |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg III    |                 231.8125   |                 231.8128   |     2 | 4.44e+06  | C+   |   431530.0       -    474655.0      | 2s2.2p5.3s            | 1P*     | 1    | 2s2.2p5.3p            | 3D       | 2    |   3 - 5   |    |                       c46 |   L1434  |
Mg III    |                            |                 231.813    |       | 5.06e-04  | B+   |   431530.0       -    474655.0      | 2s2.2p5.3s            | 1P*     | 1    | 2s2.2p5.3p            | 3D       | 2    |   3 - 5   | M2 |                       c46 |          |
Mg VI     |                            |                 231.89     |       | 4.59e+06  | C    |  1192580         -   1235690        | 2s.2p3.(3P*).3s       | 2P*     | 3/2  | 2s2.2p2.(1D).4s       | 2D       | 5/2  |   4 - 6   |    |                    u22,LS |          |
Mg VI     |                            |                 231.89     |       | 7.65e+05  | D    |  1192580         -   1235690        | 2s.2p3.(3P*).3s       | 2P*     | 3/2  | 2s2.2p2.(1D).4s       | 2D       | 3/2  |   4 - 4   |    |                    u22,LS |          |
Mg VI     |                            |                 232.32     |       | 2.42e+04  | E    |  1290470?        -   1333500?       | 2s.2p3.(3D*).3d       | 2F*     | 5/2  | 2s2.2p2.(1S).4d       | 2D       | 5/2  |   6 - 6   |    |                    u22,LS |          |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg VI     |                            |                 232.32     |       | 5.08e+05  | D    |  1290470?        -   1333500?       | 2s.2p3.(3D*).3d       | 2F*     | 5/2  | 2s2.2p2.(1S).4d       | 2D       | 3/2  |   6 - 4   |    |                    u22,LS |          |
Mg V      |                            |                 232.58     |       | 3.06e+05  | E    |   898962         -    941944        | 2s2.2p3.(2P*).3d      | 3P*     | 1    | 2s.2p4.(4P).3s        | 3P       | 1    |   3 - 3   |    |                    c57,LS |          |
Mg II     |                            |                 232.9562   |       | 9.07e+05  | C+   |    71490.19      -    114403.55     | 2p6.3d                | 2D      | 5/2  | 2p6.8f                | 2F*      | 5/2  |   6 - 6   |    |                       c31 |          |
Mg II     |                 232.9578   |                 232.9562   |    3* | 1.36e+07  | B+   |    71490.19      -    114403.55     | 2p6.3d                | 2D      | 5/2  | 2p6.8f                | 2F*      | 7/2  |   6 - 8   |    |                       c31 |   L6095  |
Mg II     |                 232.9578   |                 232.9609   |    3* | 1.27e+07  | B    |    71491.06      -    114403.55     | 2p6.3d                | 2D      | 3/2  | 2p6.8f                | 2F*      | 5/2  |   4 - 6   |    |                       c31 |   L6095  |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg IV     |                            |                 233.270    |       | 3.85e+04  | D+   |   553666.1       -    596521.8      | 2s2.2p4.(3P).3s       | 2P      | 3/2  | 2s2.2p4.(3P).3p       | 4P*      | 5/2  |   4 - 6   |    |                       c46 |          |
Mg IV     |                            |                 233.270    |       | 1.43e-03  | B+   |   553666.1       -    596521.8      | 2s2.2p4.(3P).3s       | 2P      | 3/2  | 2s2.2p4.(3P).3p       | 4P*      | 5/2  |   4 - 6   | M2 |                       c48 |          |
Mg VIII   |                            |                 233.36     |       | 1.38e+07  | B    |  1691060?        -   1733900?       | 2p2.(1D).3p           | 2F*     | 7/2  | 2p2.(1D).3d           | 2D       | 5/2  |   8 - 6   |    |                T7192c4,LS |          |
Mg VIII   |                            |                 234.18     |       | 4.80e+07  | B+   |  1674020+x       -   1716710+x      | 2p2.(3P).3p           | 4S*?    | 3/2  | 2p2.(3P).3d           | 4P       | 3/2  |   4 - 4   |    |                T7192c4,LS |          |
Mg V      |                            |                 234.81     |       | 4.94e+05  | E    |   899369         -    941944        | 2s2.2p3.(2P*).3d      | 3P*     | 2    | 2s.2p4.(4P).3s        | 3P       | 1    |   5 - 3   |    |                    c57,LS |          |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg IX     |                            |                 234.84     |       | 2.22e+07  | C+   |  1713900         -   1756470?       | 1s2.2p.3s             | 3P*     | 2    | 1s2.2p.3p             | 3D       | 2    |   5 - 5   |    |                T5633c4,LS |          |
Mg III    |                            |                 235.094    |       | 1.65e-03  | A    |   431530.0       -    474053.2      | 2s2.2p5.3s            | 1P*     | 1    | 2s2.2p5.3p            | 3D       | 3    |   3 - 7   | M2 |                       c46 |          |
Mg VIII   |                            |                 236.17     |       | 3.65e+05  | D    |  1514260?        -   1556590        | 2s.2p.(3P*).3d        | 2P*     | 1/2  | 2s.2p.(1P*).3p        | 2S       | 1/2  |   2 - 2   |    |                T7192c4,LS |          |
Mg IV     |                            |                 236.661    |       | 7.24e+04  | D+   |   555341.9       -    597583.6      | 2s2.2p4.(3P).3s       | 2P      | 1/2  | 2s2.2p4.(3P).3p       | 4P*      | 1/2  |   2 - 2   |    |                       c46 |          |
Mg VII    |                            |                 237.73     |       | 3.20e+00  | B    |   232853         -    274904        | 2s.2p3                | 3D*     | 3    | 2s.2p3                | 3P*      | 2    |   7 - 5   | M1 |                  T7333c10 |          |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg VII    |                            |                 237.73     |       | 1.34e+00  | B+   |   232853         -    274904        | 2s.2p3                | 3D*     | 3    | 2s.2p3                | 3P*      | 2    |   7 - 5   | E2 |                  T7333c10 |          |
Mg VII    |                            |                 237.77     |       | 1.12e+00  | B+   |   232853         -    274897        | 2s.2p3                | 3D*     | 3    | 2s.2p3                | 3P*      | 1    |   7 - 3   | E2 |                  T7333c10 |          |
Mg VII    |                            |                 238.08     |       | 2.38e+00  | B+   |   232957         -    274947        | 2s.2p3                | 3D*     | 2    | 2s.2p3                | 3P*      | 0    |   5 - 1   | E2 |                  T7333c10 |          |
Mg IV     |                            |                 238.221    |       | 5.48e+06  | D    |   682851.3       -    724816.3      | 2s2.2p4.(1S).3p       | 2P*     | 1/2  | 2s2.2p4.(3P).4s       | 2P       | 1/2  |   2 - 2   |    |                     T4781 |          |
Mg VII    |                            |                 238.32     |       | 8.27e-01  | B+   |   232957         -    274904        | 2s.2p3                | 3D*     | 2    | 2s.2p3                | 3P*      | 2    |   5 - 5   | E2 |                  T7333c10 |          |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg VII    |                            |                 238.32     |       | 2.26e+00  | B    |   232957         -    274904        | 2s.2p3                | 3D*     | 2    | 2s.2p3                | 3P*      | 2    |   5 - 5   | M1 |                  T7333c10 |          |
Mg VII    |                            |                 238.36     |       | 1.96e-01  | B    |   232957         -    274897        | 2s.2p3                | 3D*     | 2    | 2s.2p3                | 3P*      | 1    |   5 - 3   | E2 |                  T7333c10 |          |
Mg VII    |                            |                 238.36     |       | 2.08e-06  | D    |   232957         -    274897        | 2s.2p3                | 3D*     | 2    | 2s.2p3                | 3P*      | 1    |   5 - 3   | M1 |                  T7333c10 |          |
Mg IV     |                            |                 238.438    |       | 6.73e+05  | E    |   682889.5       -    724816.3      | 2s2.2p4.(1S).3p       | 2P*     | 3/2  | 2s2.2p4.(3P).4s       | 2P       | 1/2  |   4 - 2   |    |                     T4781 |          |
Mg VII    |                            |                 238.46     |       | 3.78e+00  | C+   |   233024         -    274947        | 2s.2p3                | 3D*     | 1    | 2s.2p3                | 3P*      | 0    |   3 - 1   | M1 |                  T7333c10 |          |
