[skip navigation]
[ASD Home][Lines Query][Levels Query][List of Spectra][Ground States and Ionization Energies][Bibliography][Help]	NIST Physical Measurement Laboratory
NIST Atomic Spectra Database Lines Data
Al (all spectra): 1038 Lines of Data Found 

Example of how to reference these results:
Kramida, A., Ralchenko, Yu., Reader, J., and NIST ASD Team (2015). NIST Atomic Spectra Database (ver. 5.3), [Online]. Available: http://physics.nist.gov/asd [2016, September 1]. National Institute of Standards and Technology, Gaithersburg, MD. 
BibTex Citation (new window)
 
Wavelength range: 200 - 800 nm
Wavelength in: vacuum below 200 nm, air between 200 and 2000 nm, vacuum above 2000 nm 
Highest relative intensity: 4000
Query NIST Bibliographic Databases for
Al (new window)
Al Energy Levels
Al Line Wavelengths and Classification
Al Transition Probabilities
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |                  Observed  |                    Ritz    |   Rel. |    Aki    | Acc. |           Ei           Ek           |              Lower level              |              Upper level               |  gi   gk  |Type|                 TP  |        Line  |
          |                 Wavelength |                 Wavelength |   Int. |    s^-1   |      |         (cm-1)       (cm-1)         |---------------------------------------|----------------------------------------|           |    |                Ref. |        Ref.  |
          |                  Air (nm)  |                  Air (nm)  |   (?)  |           |      |                                     | Conf.                 | Term    | J   | Conf.                 | Term    | J    |           |    |                     |              |
Al VI     |                            |                 212.49     |        | 4.86e+00  | A    |    41167         -     88213        | 2s2.2p4               | 1D      | 2   | 2s2.2p4               | 1S      | 0    |   5 - 1   | E2 |       T7370c8,T6146 |              |
Al I      |                 212.730    |                 212.72996  |    g,a |           |      |        0.000     -    [46993.11]    | 3s2.3p                | 2P*     | 1/2 | 3s2.11s               | 2S      | 1/2  |   2 - 2   |    |                     |        L130  |
Al IV     |                 212.845    |                 212.846    |     40 |           |      |   824544.7       -    871512.2      | 2s2.2p5.(2P*<3/2>).4p | 2[5/2]  | 2   | 2s2.2p5.(2P*<3/2>).5s | 2[3/2]* | 1    |   5 - 3   |    |                     |       L2829  |
Al I      |                 212.9663   |                 212.96627  |     1g | 1.52e+07  | C    |        0.000     -     46940.97     | 3s2.3p                | 2P*     | 1/2 | 3s2.9d                | 2D      | 3/2  |   2 - 4   |    |          T6527c4,LS |       L4737  |
Al IV     |                 213.0837   |                 213.084    |    200 | 2.21e+06  | C+   |   624717.5       -    671632.5      | 2s2.2p5.(2P*).3s      | 1P*     | 1   | 2s2.2p5.(2P*).3p      | 3S      | 1    |   3 - 3   |    |                 c47 |       L2223  |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al IV     |                 213.092    |                 213.098    | 200bl* |           |      |   827844.9       -    874756.8      | 2s2.2p5.(2P*<1/2>).4p | 2[3/2]  | 1   | 2s2.2p5.(2P*<1/2>).5s | 2[1/2]* | 1    |   3 - 3   |    |                     |       L2829  |
Al IV     |                 213.092    |                 213.098    | 200bl* |           |      |   824080.0       -    870991.9      | 2s2.2p5.(2P*<3/2>).4p | 2[5/2]  | 3   | 2s2.2p5.(2P*<3/2>).5s | 2[3/2]* | 2    |   7 - 5   |    |                     |       L2829  |
Al I      |                 213.239    |                 213.23851  |    g,a |           |      |      112.061     -    [46993.11]    | 3s2.3p                | 2P*     | 3/2 | 3s2.11s               | 2S      | 1/2  |   4 - 2   |    |                     |        L130  |
Al I      |                 213.4733   |                 213.47331  |     2g | 1.81e+07  | C    |      112.061     -     46941.55     | 3s2.3p                | 2P*     | 3/2 | 3s2.9d                | 2D      | 5/2  |   4 - 6   |    |          T6527c4,LS |       L4737  |
Al I      |                            |                 213.47596  |        | 3.0e+06   | D    |      112.061     -     46940.97     | 3s2.3p                | 2P*     | 3/2 | 3s2.9d                | 2D      | 3/2  |   4 - 4   |    |          T6527c4,LS |              |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al X      |                            |                 213.8      |        | 2.42e+07  | B    |  2057140?        -   2103900        | 1s2.2p.3s             | 3P*     | 2   | 1s2.2p.3p             | 3D      | 2    |   5 - 5   |    |          T5633c4,LS |              |
Al X      |                            |                 213.8      |        | 6.01e+07  | B+   |  2094820         -   2141580        | 1s2.2p.3p             | 1P      | 1   | 1s2.2p.3d             | 1D*     | 2    |   3 - 5   |    |             T5633c4 |              |
Al I      |                 214.239    |                 214.23997  |    g,a |           |      |        0.000     -    [46661.93]    | 3s2.3p                | 2P*     | 1/2 | 3s2.10s               | 2S      | 1/2  |   2 - 2   |    |                     |        L130  |
Al I      |                 214.5555   |                 214.55548  |     3g | 2.06e+07  | C    |        0.000     -     46593.32     | 3s2.3p                | 2P*     | 1/2 | 3s2.8d                | 2D      | 3/2  |   2 - 4   |    |              u36,LS |       L4737  |
Al IV     |                 214.625    |                 214.626    |     15 |           |      |   827844.9       -    874422.9      | 2s2.2p5.(2P*<1/2>).4p | 2[3/2]  | 1   | 2s2.2p5.(2P*<1/2>).5s | 2[1/2]* | 0    |   3 - 1   |    |                     |       L2829  |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al I      |                 214.754    |                 214.75577  |    g,a |           |      |      112.061     -    [46661.93]    | 3s2.3p                | 2P*     | 3/2 | 3s2.10s               | 2S      | 1/2  |   4 - 2   |    |                     |        L130  |
Al I      |                 215.0699   |                 215.06989  |     5g | 2.46e+07  | C    |      112.061     -     46593.95     | 3s2.3p                | 2P*     | 3/2 | 3s2.8d                | 2D      | 5/2  |   4 - 6   |    |              u36,LS |       L4737  |
Al I      |                            |                 215.07280  |        | 4.09e+06  | E    |      112.061     -     46593.32     | 3s2.3p                | 2P*     | 3/2 | 3s2.8d                | 2D      | 3/2  |   4 - 4   |    |              u36,LS |              |
Al IV     |                 215.229    |                 215.231    |     30 |           |      |   824544.7       -    870991.9      | 2s2.2p5.(2P*<3/2>).4p | 2[5/2]  | 2   | 2s2.2p5.(2P*<3/2>).5s | 2[3/2]* | 2    |   5 - 5   |    |                     |       L2829  |
Al III    |                 215.4635   |                 215.4612   |     1* |           |      |   167612.75      -    214010.22     | 2p6.4f                | 2F*     | 5/2 | 2p6.8g                | 2G      | 7/2  |   6 - 8   |    |                     |       L3473  |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al III    |                 215.4635   |                 215.4641   |     1* |           |      |   167613.37      -    214010.22     | 2p6.4f                | 2F*     | 7/2 | 2p6.8g                | 2G      | 9/2  |   8 - 10  |    |                     |       L3473  |
Al III    |                 215.4635   |                 215.4641   |     1* |           |      |   167613.37      -    214010.22     | 2p6.4f                | 2F*     | 7/2 | 2p6.8g                | 2G      | 7/2  |   8 - 8   |    |                     |       L3473  |
Al IV     |                 215.832    |                 215.833    |    100 |           |      |   828439.2       -    874756.8      | 2s2.2p5.(2P*<1/2>).4p | 2[3/2]  | 2   | 2s2.2p5.(2P*<1/2>).5s | 2[1/2]* | 1    |   5 - 3   |    |                     |       L2829  |
Al I      |                 216.0383   |                 216.03871  |      3 |           |      |    32436.796     -     78710.26     | 3s2.3d                | 2D      | 5/2 | 3s.3p.(3P*).4d        | 2F*     | 7/2  |   6 - 8   |    |                     |       L4737  |
Al IV     |                 216.112    |                 216.111    |      5 |           |      |   828498.8       -    874756.8      | 2s2.2p5.(2P*<1/2>).4p | 2[1/2]  | 1   | 2s2.2p5.(2P*<1/2>).5s | 2[1/2]* | 1    |   3 - 3   |    |                     |       L2829  |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al IV     |                 216.224    |                 216.222    |     15 |           |      |   825277.9       -    871512.2      | 2s2.2p5.(2P*<3/2>).4p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).5s | 2[3/2]* | 1    |   3 - 3   |    |                     |       L2829  |
Al I      |                 216.455    |                 216.45774  |      g |           |      |        0.000     -     46183.895    | 3s2.3p                | 2P*     | 1/2 | 3s2.9s                | 2S      | 1/2  |   2 - 2   |    |                     |       L3514  |
Al I      |                 216.4915   |                 216.49111  |      2 |           |      |    32435.453     -     78612.23     | 3s2.3d                | 2D      | 3/2 | 3s.3p.(3P*).4d        | 2F*     | 5/2  |   4 - 6   |    |                     |       L4737  |
Al VI     |                            |                 216.6      |        | 2.03e+07  | B    |  1293290         -   1339440        | 2s.2p4.(2D).3s        | 3D      | 3   | 2s2.2p3.(2D*).4d      | 3D*     | 2    |   7 - 5   |    |              u20,LS |              |
Al VI     |                            |                 216.6      |        | 1.15e+08  | A    |  1293290         -   1339440        | 2s.2p4.(2D).3s        | 3D      | 3   | 2s2.2p3.(2D*).4d      | 3D*     | 3    |   7 - 7   |    |              u20,LS |              |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al III    |                            |                 216.7356   |      * | 5.14e+04  | C+   |   167612.75      -    213737.44     | 2p6.4f                | 2F*     | 5/2 | 2p6.8d                | 2D      | 5/2  |   6 - 6   |    |                 c32 |              |
Al III    |                            |                 216.7356   |      * | 1.08e+06  | B+   |   167612.75      -    213737.44     | 2p6.4f                | 2F*     | 5/2 | 2p6.8d                | 2D      | 3/2  |   6 - 4   |    |                 c32 |              |
Al III    |                            |                 216.7385   |        | 1.03e+06  | B+   |   167613.37      -    213737.44     | 2p6.4f                | 2F*     | 7/2 | 2p6.8d                | 2D      | 5/2  |   8 - 6   |    |                 c32 |              |
Al I      |                 216.8805   |                 216.88265  |     1g | 2.96e+07  | C    |        0.000     -     46093.424    | 3s2.3p                | 2P*     | 1/2 | 3s2.7d                | 2D      | 3/2  |   2 - 4   |    |              u36,LS |       L3514  |
Al I      |                 216.981    |                 216.98429  |      g |           |      |      112.061     -     46183.895    | 3s2.3p                | 2P*     | 3/2 | 3s2.9s                | 2S      | 1/2  |   4 - 2   |    |                     |       L3514  |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al I      |                 217.4028   |                 217.40707  |     1g | 3.53e+07  | C    |      112.061     -     46094.312    | 3s2.3p                | 2P*     | 3/2 | 3s2.7d                | 2D      | 5/2  |   4 - 6   |    |              u36,LS |       L3514  |
Al I      |                            |                 217.41127  |        | 5.88e+06  | E    |      112.061     -     46093.424    | 3s2.3p                | 2P*     | 3/2 | 3s2.7d                | 2D      | 3/2  |   4 - 4   |    |              u36,LS |              |
Al IV     |                 217.684    |                 217.682    |      5 |           |      |   828498.8       -    874422.9      | 2s2.2p5.(2P*<1/2>).4p | 2[1/2]  | 1   | 2s2.2p5.(2P*<1/2>).5s | 2[1/2]* | 0    |   3 - 1   |    |                     |       L2829  |
Al I      |                 217.7396   |                 217.7395   |      4 |           |      |    29066.96      -     74979.02     | 3s.3p2                | 4P      | 3/2 | 3s.3p.(3P*).5s        | 4P*     | 5/2  |   4 - 6   |    |                     |       L4737  |
Al I      |                 218.0996   |                 218.0997   |      5 |           |      |    29142.78      -     74979.02     | 3s.3p2                | 4P      | 5/2 | 3s.3p.(3P*).5s        | 4P*     | 5/2  |   6 - 6   |    |                     |       L4737  |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al VI     |                            |                 218.244    |        | 7.44e+04  | C+   |   993874         -   1039680        | 2s2.2p3.(2P*).3s      | 3P*     | 2   | 2s2.2p3.(2D*).3p      | 1F      | 3    |   5 - 7   |    |             T7370c8 |              |
